,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,num_layers,bidirectional,hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,batch_size,model_id
0,,0.6728797554969788,0.6465615580281764,[0.74300776 0.55011536],0.6447459134504474,[0.75935349 0.53013834],0.649503908369299,[0.72735092 0.5716569 ],,0.8998517394065857,0.8945602713210656,[0.91818082 0.87093973],0.8922156592435221,[0.9285078  0.85592352],0.897286624374545,[0.90808103 0.88649222],80,1,True,200,0.1,0.001,1,focal,2,True,5,64,0
0,,0.7002795934677124,0.6687584951735895,[0.77094017 0.56657682],0.6697575714888551,[0.76613817 0.57337698],0.6678694102437522,[0.77580275 0.55993607],,0.9056476354598999,0.9002155818404002,[0.92349727 0.8769339 ],0.8993831459174736,[0.92673832 0.87202797],0.9010870693753259,[0.92027881 0.88189533],80,1,True,200,0.1,0.001,12,focal,2,True,5,64,0
0,,0.7123951315879822,0.6824301584347696,[0.77998004 0.58488028],0.6833236971939562,[0.77588652 0.59076087],0.6816162912465236,[0.78411697 0.57911561],,0.9051085114479065,0.8995109239804245,[0.92322792 0.87579393],0.8991906560568916,[0.92443765 0.87394366],0.8998366985156679,[0.92202135 0.87765205],80,1,True,200,0.1,0.001,123,focal,2,True,5,64,0
0,,0.7036346793174744,0.6683923293468444,[0.77649705 0.56028761],0.6721197967398576,[0.7617209  0.58251869],0.6657743972178911,[0.7918578 0.539691 ],,0.9100956916809082,0.9042848123510769,[0.9278685  0.88070113],0.9062260970631801,[0.92139175 0.89106044],0.9025084284885532,[0.93443694 0.87057992],80,1,True,200,0.1,0.0005,1,focal,2,True,5,64,1
0,,0.7075489163398743,0.6761722029712254,[0.77697228 0.57537212],0.6776093806166632,[0.77051029 0.58470847],0.674936413391465,[0.78354358 0.56632925],,0.9136002063751221,0.9083731309358867,[0.93025786 0.8864884 ],0.9086256689853016,[0.92934783 0.88790351],0.9081237366509778,[0.93116968 0.88507779],80,1,True,200,0.1,0.0005,12,focal,2,True,5,64,1
0,,0.7027027010917664,0.6766075163160209,[0.76847148 0.58474356],0.6750463802727245,[0.7783005  0.57179226],0.6785913832584692,[0.75888761 0.59829515],,0.9114435911178589,0.9064750487365453,[0.92803155 0.88491855],0.9051148778130115,[0.93345086 0.8767789 ],0.9079427740826173,[0.9226748  0.89321075],80,1,True,200,0.1,0.0005,123,focal,2,True,5,64,1
0,,0.6959925293922424,0.6591432088053657,[0.77121616 0.54707026],0.6631790334492895,[0.75501236 0.57134571],0.6564521543992219,[0.78813073 0.52477357],,0.887046754360199,0.8791986815291278,[0.90998926 0.8484081 ],0.8830831626286171,[0.89764781 0.86851852],0.8759413596554602,[0.9226748  0.82920792],80,1,True,200,0.1,0.0001,1,focal,2,True,5,64,2
0,,0.6920782923698425,0.6608066932868124,[0.76379754 0.55781585],0.6611766288913158,[0.76183685 0.56051641],0.6604547656811328,[0.76576835 0.55514118],,0.8955385088920593,0.8882557491522821,[0.91678299 0.85972851],0.8923370783764162,[0.90406607 0.88060808],0.8848394497320722,[0.92986277 0.83981612],80,1,True,200,0.1,0.0001,12,focal,2,True,5,64,2
0,,0.6926374435424805,0.6616332864157519,[0.76405781 0.55920877],0.661899022106498,[0.76263925 0.5611588 ],0.6613769471585049,[0.76548165 0.55727224],,0.8940557837486267,0.8871522219463062,[0.91506376 0.85924069],0.8892317917011511,[0.90799914 0.87046444],0.8852709254962587,[0.92223916 0.84830269],80,1,True,200,0.1,0.0001,123,focal,2,True,5,64,2
0,,0.6913326978683472,0.6664624394639036,[0.75754026 0.57538462],0.6643546107850681,[0.77408737 0.55462185],0.6697240833019702,[0.74168578 0.59776239],,0.9037606120109558,0.8984473144230278,[0.92167617 0.87521846],0.8968181071907204,[0.92839779 0.86523842],0.9002412936940456,[0.91505119 0.8854314 ],80,1,True,300,0.1,0.001,1,focal,2,True,5,64,3
0,,0.685181736946106,0.6495826908296396,[0.76127208 0.5378933 ],0.6518175244124593,[0.75076666 0.55286839],0.6478918664128295,[0.77207569 0.52370804],,0.9065911769866943,0.9008312280520849,[0.92473118 0.87693127],0.901534495721655,[0.92222704 0.88084196],0.9001520640130727,[0.92724897 0.87305516],80,1,True,300,0.1,0.001,12,focal,2,True,5,64,3
0,,0.685181736946106,0.6590987710041722,[0.75339466 0.56480289],0.6572674347823246,[0.76762868 0.54690619],0.661794697277033,[0.7396789 0.5839105],,0.9014691710472107,0.8960496665591695,[0.91978492 0.87231441],0.894364215173561,[0.9268023  0.86192613],0.8979145825868644,[0.91287301 0.88295615],80,1,True,300,0.1,0.001,123,focal,2,True,5,64,3
0,,0.6717613935470581,0.6411905357168424,[0.74592411 0.53645696],0.640487810554102,[0.75079872 0.5301769 ],0.6419999859477108,[0.74111239 0.54288759],,0.9100956916809082,0.9049764444566573,[0.92703205 0.88292084],0.9039104255799968,[0.93120879 0.87661206],0.9061068454762208,[0.92289262 0.88932107],80,1,True,300,0.1,0.0005,1,focal,2,True,5,64,4
0,,0.6920782923698425,0.6684935036100366,[0.75691583 0.58007117],0.6661001834653135,[0.77750907 0.5546913 ],0.6726351219249926,[0.73738532 0.60788492],,0.9100956916809082,0.905260806065792,[0.926663   0.88385861],0.9031408711600741,[0.93561279 0.87066895],0.9076684226595482,[0.91788281 0.89745403],80,1,True,300,0.1,0.0005,12,focal,2,True,5,64,4
0,,0.7027027010917664,0.6739969936104793,[0.77073451 0.57725948],0.6736061444767579,[0.7728452  0.57436709],0.6744082306090629,[0.76863532 0.58018114],,0.9087477922439575,0.9035645513143873,[0.92592187 0.88120723],0.902453591505998,[0.93029903 0.87460815],0.9047461794908371,[0.92158571 0.88790665],80,1,True,300,0.1,0.0005,123,focal,2,True,5,64,4
