,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,num_layers,bidirectional,hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,batch_size,model_id
0,,0.6553587913513184,0.6399462816854121,[0.71444015 0.56545241],0.6401214204642883,[0.77435554 0.5058873 ],0.6520235449160039,[0.66313073 0.64091636],,0.7587276101112366,0.7504524924290199,[0.7958951  0.70500989],0.7476566031214272,[0.83512802 0.66018519],0.7582739444402169,[0.76018297 0.75636492],5,1,True,200,0.1,0.001,1,focal,2,True,5,64,0
0,,0.658341109752655,0.6339835659596449,[0.72840421 0.53956292],0.6321063950851344,[0.75375652 0.51045627],0.6384457496102017,[0.70470183 0.57218966],,0.7639843821525574,0.7504130029396914,[0.80861296 0.69221304],0.7498805254854171,[0.81154015 0.6882209 ],0.7509792928603624,[0.80570682 0.69625177],5,1,True,200,0.1,0.001,12,focal,2,True,5,64,0
0,,0.6486486196517944,0.6265167847846425,[0.71743367 0.5355999 ],0.6249866456567932,[0.75180647 0.49816682],0.6325910618887254,[0.68606651 0.57911561],,0.7627712488174438,0.7511539117126803,[0.8049213  0.69738652],0.749084353663809,[0.81945385 0.67871486],0.7540048991985735,[0.79089523 0.71711457],5,1,True,200,0.1,0.001,123,focal,2,True,5,64,0
0,,0.658341109752655,0.6357535683041717,[0.72645874 0.5450484 ],0.6338852558784769,[0.75754746 0.51022305],0.6413985632450768,[0.6978211  0.58497603],,0.7728804349899292,0.7607888710872854,[0.81457027 0.70700748],0.7593472298484348,[0.82317616 0.6955183 ],0.7625125275853347,[0.80614245 0.7188826 ],5,1,True,200,0.1,0.0001,1,focal,2,True,5,64,1
0,,0.6596458554267883,0.6376085640251048,[0.72697368 0.54824344],0.6357328954965358,[0.7596875  0.51177829],0.6436323426265806,[0.69696101 0.59030368],,0.7738239765167236,0.7623377382047826,[0.81458564 0.71008984],0.7604497508834244,[0.82664275 0.69425676],0.7647685712498811,[0.80287519 0.72666195],5,1,True,200,0.1,0.0001,12,focal,2,True,5,64,1
0,,0.6577818989753723,0.6328905422617854,[0.7284827  0.53729839],0.6310473486890175,[0.75229078 0.50980392],0.637031432527017,[0.70613532 0.56792754],,0.7785415649414062,0.7658072894516921,[0.82041753 0.71119705],0.7652414359088245,[0.82338745 0.70709542],0.7664077478320692,[0.81746896 0.71534653],5,1,True,200,0.1,0.0001,123,focal,2,True,5,64,1
0,,0.6587138772010803,0.632848060221303,[0.73029901 0.53539711],0.6310639804945177,[0.75098455 0.51114341],0.6363948027302987,[0.71072248 0.56206713],,0.7711281776428223,0.7588043798920879,[0.81332454 0.70428422],0.7574896191755214,[0.82108768 0.69389156],0.7603498727754967,[0.80570682 0.71499293],5,1,True,200,0.1,0.0005,1,focal,2,True,5,64,2
0,,0.660764217376709,0.6346243077383625,[0.73235294 0.53689567],0.632846858962141,[0.75181159 0.51388212],0.637971637592684,[0.71387615 0.56206713],,0.7738239765167236,0.7603525329813882,[0.8171715  0.70353357],0.760282259554452,[0.8175278  0.70303672],0.760423313000622,[0.81681551 0.70403112],5,1,True,200,0.1,0.0005,12,focal,2,True,5,64,2
0,,0.6510717868804932,0.6307365679069867,[0.7173913  0.54408183],0.6293873202039901,[0.75765306 0.50112158],0.6381456110424111,[0.68119266 0.59509856],,0.770723819732666,0.7598598608370227,[0.81093698 0.70878274],0.757492385470195,[0.82796187 0.6870229 ],0.7632820902589994,[0.79459813 0.73196605],5,1,True,200,0.1,0.0005,123,focal,2,True,5,64,2
0,,0.6516309380531311,0.6329609751410413,[0.71574144 0.55018051],0.6319923136276544,[0.7622287  0.50175593],0.641774538351752,[0.67459862 0.60895045],,0.7646583318710327,0.7542189811269489,[0.8048726  0.70356537],0.7515840107744964,[0.82648611 0.67668191],0.758516986527666,[0.78436071 0.73267327],5,1,True,200,0.2,0.001,1,focal,2,True,5,64,3
0,,0.657409131526947,0.6339933195198415,[0.72656947 0.54141717],0.6321263371608615,[0.75510204 0.50915063],0.63908237940692,[0.70011468 0.57805008],,0.7653322815895081,0.752295729367384,[0.80912181 0.69546965],0.751348458070003,[0.81456954 0.68812738],0.7533583787479161,[0.80374646 0.7029703 ],5,1,True,200,0.2,0.001,12,focal,2,True,5,64,3
0,,0.6523765325546265,0.6288777471674074,[0.72226359 0.53549191],0.6271391582308186,[0.75147196 0.50280636],0.6339816275483521,[0.69524083 0.57272243],,0.7653322815895081,0.7533686622741465,[0.80768806 0.69904927],0.7515823319666148,[0.81936351 0.68380115],0.755666797192835,[0.79634067 0.71499293],5,1,True,200,0.2,0.001,123,focal,2,True,5,64,3
0,,0.6602050065994263,0.6380264637861028,[0.72762588 0.54842705],0.6361251950078003,[0.75975039 0.5125    ],0.643939354596687,[0.6981078  0.58977091],,0.7723413109779358,0.7604038874381025,[0.8138843  0.70692348],0.7588162415827922,[0.823595   0.69403748],0.7623484712879913,[0.80439991 0.72029703],5,1,True,200,0.2,0.0001,1,focal,2,True,5,64,4
0,,0.6594594717025757,0.6370176586003924,[0.72727273 0.54676259],0.6351242406918881,[0.75864217 0.51160631],0.6427507905940086,[0.6983945  0.58710709],,0.774363100528717,0.762606793822741,[0.8154355  0.70977809],0.7609446122722364,[0.82563072 0.6962585 ],0.7646610489066457,[0.805489  0.7238331],5,1,True,200,0.2,0.0001,12,focal,2,True,5,64,4
0,,0.6575955152511597,0.6329574645382643,[0.72805329 0.53786164],0.6311055932990243,[0.7526783  0.50953289],0.6372571856075232,[0.70498853 0.56952584],,0.7798894643783569,0.7673253294618325,[0.82139342 0.71325724],0.7666590629200961,[0.82491213 0.708406  ],0.7680399924580317,[0.8179046  0.71817539],5,1,True,200,0.2,0.0001,123,focal,2,True,5,64,4
0,,0.6568499803543091,0.6322343404979938,[0.72738042 0.53708826],0.6303959746226209,[0.75222052 0.50857143],0.6365607572106573,[0.70412844 0.56899307],,0.772476077079773,0.7610401517097805,[0.81331564 0.70876467],0.7590775052215772,[0.82610649 0.69204852],0.7636115892449313,[0.80091483 0.72630835],5,1,True,200,0.2,0.0005,1,focal,2,True,5,64,5
0,,0.6611369848251343,0.6350258194881007,[0.73264706 0.53740458],0.6332413711759155,[0.75211353 0.51436922],0.6383813687418436,[0.71416284 0.56259989],,0.7732847929000854,0.7597160994221213,[0.81681551 0.70261669],0.7597160994221213,[0.81681551 0.70261669],0.7597160994221213,[0.81681551 0.70261669],5,1,True,200,0.2,0.0005,12,focal,2,True,5,64,5
0,,0.6520037055015564,0.6311383934530923,[0.71886764 0.54340915],0.6296585845794556,[0.75705677 0.5022604 ],0.6381241507529583,[0.68434633 0.59190197],,0.7720717191696167,0.7610698416634993,[0.81234047 0.70979921],0.7588087431858885,[0.8280543  0.68956319],0.7642353882835151,[0.79721194 0.73125884],5,1,True,200,0.2,0.0005,123,focal,2,True,5,64,5
0,,0.6523765325546265,0.6306927285326867,[0.72018005 0.54120541],0.629085940480568,[0.75542965 0.50274223],0.6370574750846802,[0.68807339 0.58604156],,0.7627712488174438,0.7510930036330008,[0.80500776 0.69717825],0.749060075381365,[0.81916573 0.67895442],0.7538691098782841,[0.79133086 0.71640736],5,1,True,300,0.1,0.001,1,focal,2,True,5,64,6
0,,0.6602050065994263,0.6398990668276525,[0.72541045 0.55438768],0.6381984813183581,[0.76420184 0.51219512],0.6472612699359216,[0.69036697 0.60415557],,0.7569753527641296,0.7455209769179849,[0.79951073 0.69153122],0.7432724857490125,[0.81667424 0.66987073],0.748846560994899,[0.7830538  0.71463932],5,1,True,300,0.1,0.001,12,focal,2,True,5,64,6
0,,0.6551724076271057,0.6344627028027183,[0.72146944 0.54745597],0.6328880472256806,[0.75967026 0.50610583],0.6415453485700879,[0.68692661 0.59616409],,0.7615581750869751,0.7498355057653276,[0.80398892 0.69568209],0.7478048791544551,[0.81822282 0.67738693],0.7526173526273808,[0.79024178 0.71499293],5,1,True,300,0.1,0.001,123,focal,2,True,5,64,6
0,,0.6615098118782043,0.6366620602580304,[0.73167849 0.54164563],0.6347531730712991,[0.75487805 0.5146283 ],0.6407596423142532,[0.70986239 0.5716569 ],,0.774497926235199,0.7609855715973843,[0.81781553 0.70415561],0.7610033182391301,[0.81772648 0.70428016],0.7609678566730246,[0.8179046  0.70403112],5,1,True,300,0.1,0.0001,1,focal,2,True,5,64,7
0,,0.6577818989753723,0.6354810116801326,[0.72564256 0.54531947],0.6336445477396659,[0.75780275 0.50948635],0.6413376190778766,[0.69610092 0.58657432],,0.7734196186065674,0.7617789522726761,[0.81443868 0.70911922],0.7599949806857272,[0.82564906 0.6943409 ],0.7640344770855715,[0.80352864 0.72454031],5,1,True,300,0.1,0.0001,12,focal,2,True,5,64,7
0,,0.656477153301239,0.6333289834307279,[0.72545807 0.5411999 ],0.6314913424617836,[0.75503876 0.50794393],0.6386117040905603,[0.6981078  0.57911561],,0.7780024409294128,0.7662431597853294,[0.81867224 0.71381407],0.7647180380046248,[0.82769368 0.7017424 ],0.768076847358632,[0.80984535 0.72630835],5,1,True,300,0.1,0.0001,123,focal,2,True,5,64,7
0,,0.6570363640785217,0.6332986627043091,[0.72659733 0.54      ],0.6314390900402542,[0.7541641  0.50871408],0.638180512651948,[0.70097477 0.57538625],,0.7713977694511414,0.7589954481474025,[0.81366733 0.70432357],0.7577588880245965,[0.82088229 0.69463549],0.7604319009241685,[0.80657809 0.71428571],5,1,True,300,0.1,0.0005,1,focal,2,True,5,64,8
0,,0.6585274934768677,0.6351881182591674,[0.72746206 0.54291417],0.6332940539382854,[0.75602968 0.51055842],0.6403115728543987,[0.70097477 0.57964838],,0.7697802782058716,0.7571961361854374,[0.81247255 0.70191972],0.7560490524577723,[0.81912774 0.69297037],0.7585139441691003,[0.80592464 0.71110325],5,1,True,300,0.1,0.0005,12,focal,2,True,5,64,8
0,,0.6527493000030518,0.6323413460153746,[0.71896214 0.54572056],0.6309115315197699,[0.75867558 0.50314748],0.6396818164599962,[0.68319954 0.59616409],,0.7680280208587646,0.7578363138284274,[0.80751594 0.70815669],0.7551184818148111,[0.82988506 0.68035191],0.7623260194519934,[0.78632106 0.73833098],5,1,True,300,0.1,0.0005,123,focal,2,True,5,64,8
0,,0.6499534249305725,0.6320000730486869,[0.71328244 0.5507177 ],0.6313414785984715,[0.76290007 0.49978289],0.6414686719486982,[0.66972477 0.61321257],,0.7618277668952942,0.7520951373886948,[0.80121498 0.70297529],0.7492512332956962,[0.8285249  0.66997757],0.7575199016463242,[0.77564801 0.7393918 ],5,1,True,300,0.2,0.001,1,focal,2,True,5,64,9
0,,0.658341109752655,0.6352455284492535,[0.72702904 0.54346202],0.6333600557503734,[0.75643012 0.51028999],0.640537325934905,[0.69982798 0.58124667],,0.7618277668952942,0.7487926186950806,[0.80601603 0.69156921],0.7476978218345737,[0.81252767 0.68286798],0.7500514890304103,[0.79960793 0.70049505],5,1,True,300,0.2,0.001,12,focal,2,True,5,64,9
0,,0.6559180021286011,0.6349775173227186,[0.72240602 0.54754902],0.6333408269960203,[0.75964579 0.50703586],0.6418726752625945,[0.68864679 0.59509856],,0.7630408406257629,0.7511614853458776,[0.80553097 0.696792  ],0.7492604171633167,[0.81838615 0.68013468],0.7536795593863771,[0.7930734  0.71428571],5,1,True,300,0.2,0.001,123,focal,2,True,5,64,9
0,,0.6630009412765503,0.6374985910911517,[0.73364761 0.54134957],0.6356262381686111,[0.75454545 0.51670702],0.6411682278963601,[0.71387615 0.56846031],,0.7769241333007812,0.7630701544918412,[0.82036253 0.70577778],0.7636501880375942,[0.81761142 0.70968895],0.7625208459328057,[0.82313222 0.70190948],5,1,True,300,0.2,0.0001,1,focal,2,True,5,64,10
0,,0.6553587913513184,0.634488051286932,[0.7218294  0.54714671],0.6328819326955724,[0.75941754 0.50634633],0.6414426293910349,[0.6877867  0.59509856],,0.7732847929000854,0.7625279361928221,[0.81306957 0.7119863 ],0.7601410785268277,[0.83004311 0.69023904],0.765962408155431,[0.7967763  0.73514851],5,1,True,300,0.2,0.0001,12,focal,2,True,5,64,10
0,,0.6568499803543091,0.6337268901226097,[0.725756   0.54169778],0.6318800260812867,[0.75534884 0.50841121],0.6390214352397199,[0.6983945  0.57964838],,0.7777328491210938,0.7657797139467633,[0.81869159 0.71286784],0.7644142123334623,[0.82659858 0.70222985],0.7673837672686583,[0.81093444 0.7238331 ],5,1,True,300,0.2,0.0001,123,focal,2,True,5,64,10
0,,0.659273087978363,0.6353190096903981,[0.72878338 0.54185464],0.6334112205296213,[0.75522755 0.51159489],0.6400237300396396,[0.70412844 0.57591902],,0.7719368934631348,0.7596875070832463,[0.81394326 0.70543175],0.7583419467040262,[0.82189651 0.69478738],0.7612749038229585,[0.80614245 0.71640736],5,1,True,300,0.2,0.0005,1,focal,2,True,5,64,11
0,,0.6587138772010803,0.6361510003082044,[0.7267572 0.5455448],0.6342732156885886,[0.7578587  0.51068773],0.6418082943942364,[0.6981078  0.58550879],,0.7697802782058716,0.7576625266211354,[0.81185283 0.70347222],0.7561286645580031,[0.82126142 0.69099591],0.7595323640712703,[0.80265737 0.71640736],5,1,True,300,0.2,0.0005,12,focal,2,True,5,64,11
0,,0.6516309380531311,0.6320377536170696,[0.71694684 0.54712866],0.6308246834314251,[0.75987159 0.50177778],0.6400520637314082,[0.67861239 0.60149174],,0.7703194618225098,0.7603250394491856,[0.80926797 0.71138211],0.7575393732556792,[0.83237394 0.68270481],0.7649922038598981,[0.78741015 0.74257426],5,1,True,300,0.2,0.0005,123,focal,2,True,5,64,11
0,,0.6566635370254517,0.6382312448822522,[0.71989051 0.55657198],0.6371005476026315,[0.76651554 0.50768555],0.6472443919146793,[0.67861239 0.6158764 ],,0.7573797106742859,0.7475912468359598,[0.7972973 0.6978852],0.7447922354310045,[0.82536722 0.66421725],0.7531111774867314,[0.77107384 0.73514851],5,1,True,384,0.1,0.001,1,focal,2,True,5,64,12
0,,0.6624417304992676,0.6424034309490225,[0.7270535  0.55775336],0.6406612506565144,[0.76644423 0.51487827],0.6499657246337851,[0.69151376 0.60841769],,0.7620972990989685,0.7498749855807694,[0.80516613 0.69458384],0.7481786593743771,[0.81624888 0.68010844],0.7520345676631328,[0.79438031 0.70968883],5,1,True,384,0.1,0.001,12,focal,2,True,5,64,12
0,,0.6579683423042297,0.6345538918375812,[0.72705637 0.54205141],0.6326730086858088,[0.75548686 0.50985915],0.6396354591799329,[0.70068807 0.57858284],,0.7651974558830261,0.7517782451851052,[0.80949256 0.69406393],0.7511666502412695,[0.81287063 0.68946267],0.7524347340916997,[0.80614245 0.69872702],5,1,True,384,0.1,0.001,123,focal,2,True,5,64,12
0,,0.6590866446495056,0.6353798469303484,[0.72835289 0.54240681],0.6334723958484751,[0.75562404 0.51132075],0.6402494831201458,[0.70298165 0.57751731],,0.7754414081573486,0.7628889984659215,[0.81744466 0.70833333],0.7619740208304343,[0.82249173 0.70145631],0.7639028469390176,[0.81245916 0.71534653],5,1,True,384,0.1,0.0001,1,focal,2,True,5,64,13
0,,0.6562907695770264,0.6302806426836747,[0.72834414 0.53221715],0.6285406119304424,[0.74909091 0.50799031],0.6337930672114882,[0.7087156  0.55887054],,0.7767893075942993,0.7641262052044095,[0.81877873 0.70947368],0.7633896327616299,[0.82274027 0.704039  ],0.7649240396236779,[0.81485515 0.71499293],5,1,True,384,0.1,0.0001,12,focal,2,True,5,64,13
0,,0.655545175075531,0.631704309063893,[0.72540862 0.538     ],0.6298801237758191,[0.75293029 0.50682996],0.6365415880553098,[0.69982798 0.57325519],,0.7762501835823059,0.763989093573886,[0.81778266 0.71019553],0.7628383606382247,[0.82429741 0.70137931],0.7653031406074919,[0.81137007 0.71923621],5,1,True,384,0.1,0.0001,123,focal,2,True,5,64,13
0,,0.6547996401786804,0.63273527020034,[0.72275449 0.54271605],0.6310090400875636,[0.75626566 0.50575242],0.6387979732933189,[0.69208716 0.58550879],,0.7668149471282959,0.7548196057665637,[0.80905077 0.70058844],0.7530978378357878,[0.82009398 0.68610169],0.7570005825924099,[0.79830102 0.71570014],5,1,True,384,0.1,0.0005,1,focal,2,True,5,64,14
0,,0.6557316184043884,0.6304983577775225,[0.72705778 0.53393894],0.6287097620261071,[0.75022873 0.5071908 ],0.6344703264530067,[0.70527523 0.56366542],,0.7704542279243469,0.756433640124611,[0.81487118 0.6979961 ],0.7567373895707341,[0.81336806 0.70010672],0.756139017455282,[0.81637987 0.69589816],5,1,True,384,0.1,0.0005,12,focal,2,True,5,64,14
